17大类,商品名,L1_code,L1_名称,L2_code,L2_名称,L3_code,L3_名称,L4_code(叶),L4_名称(叶),叶子状态,归类性质,匹配方式,置信度
五金耗材类,小推车轱辘,04,手动工具,04.008,汽保工具,(待生成),小推车轮  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,尖头錾子,04,手动工具,04.007,敲击类,04.007.003,扁凿,(待生成),尖头錾子  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,尼龙彩线,04,手动工具,(待生成),尼龙彩线  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,岩棉,16,保温,16.001,外墙保温,16.001.001,岩棉,16.001.001.001,岩棉板,现有,语义推测,语义救回,med
五金耗材类,帐篷,01,,,,,,,,无法归类,无法匹配,无法归类,new
五金耗材类,带齿铁抹子,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.011,抹子,现有,语义推测,语义分类,med
五金耗材类,平头螺丝刀,04,手动工具,04.014,螺丝批类,04.014.009,平底穿心螺丝批,04.014.009.001,平底穿心螺丝批,现有,语义推测,语义分类,med
五金耗材类,平头錾子,04,手动工具,04.007,敲击类,04.007.003,扁凿,04.007.003.001,扁凿,现有,语义推测,语义分类,high
五金耗材类,开口扳手,04,手动工具,04.010,扳手类,04.010.016,开口扳手,04.010.016.001,开口扳手,现有,语义推测,语义分类,high
五金耗材类,弹簧合页,20,门窗,20.004,门窗五金,20.004.007,合页,20.004.007.002,合页,现有,语义推测,语义分类,med
五金耗材类,手动发电机电源转换开关,31,中低压配电,31.003,低压配电,31.003.004,双电源转换开关,31.003.004.001,双电源转换开关,现有,语义推测,语义救回,med
五金耗材类,手工铁锉子,04,手动工具,04.007,敲击类,04.007.005,锉刀,04.007.005.001,锉刀,现有,语义推测,语义分类,high
五金耗材类,手电筒,11,灯具照明,11.004,室外灯具,11.004.003,便携式灯具,11.004.003.001,手电筒,现有,语义推测,语义救回,high
五金耗材类,手锤,04,手动工具,04.007,敲击类,04.007.001,锤类,04.007.001.001,圆头锤,现有,语义推测,语义分类,med
五金耗材类,扎丝绑丝,09,五金丝网,09.003,丝类,09.003.002,铁丝,09.003.002.001,火烧丝,现有,语义推测,语义分类,high
五金耗材类,抹灰板,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.004,托灰板,现有,语义推测,语义分类,high
五金耗材类,拖把,04,手动工具,04.020,土杂工具,04.020.001,刷子,(待生成),拖把  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,挂锁,20,门窗,20.004,门窗五金,20.004.008,锁具,20.004.008.001,挂锁,现有,语义推测,语义分类,high
五金耗材类,振动棒,04,手动工具,(待生成),混凝土振动棒  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,推拉门滑轨,20,门窗,20.004,门窗五金,20.004.001,滑轨,20.004.001.004,门滑轨,现有,语义推测,语义分类,high
五金耗材类,推拉门滑轮,20,门窗,20.004,门窗五金,20.004.001,滑轨,20.004.001.005,门滑轮,现有,语义推测,语义分类,high
五金耗材类,插销式门闩,20,门窗,20.004,门窗五金,20.004.002,插销,20.004.002.001,插销,现有,语义推测,语义分类,high
五金耗材类,斜口剪刀,04,手动工具,04.016,夹持工具,04.016.001,钳类,04.016.001.003,斜咀钳,现有,语义推测,语义分类,med
五金耗材类,明装闭门器,20,门窗,20.004,门窗五金,20.004.006,闭门器,20.004.006.001,闭门器,现有,语义推测,语义分类,high
五金耗材类,普通合页,20,门窗,20.004,门窗五金,20.004.007,合页,20.004.007.002,合页,现有,语义推测,语义分类,high
五金耗材类,普通平板玻璃,20,门窗,20.003,窗,20.003.014,玻璃,20.003.014.004,平板玻璃,现有,语义推测,语义分类,high
五金耗材类,普通白色线手套,01,,01.004,手部防护,01.004.002,通用手套,01.004.002.002,线手套,现有,语义推测,语义分类,high
五金耗材类,普通铁抹子,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.011,抹子,现有,语义推测,语义分类,high
五金耗材类,普通铆钉,08,紧固件,08.002,铆钉,08.002.003,实芯铆钉,08.002.003.001,平头实芯铆钉,现有,语义推测,语义分类,med
五金耗材类,暗合页,20,门窗,20.004,门窗五金,20.004.007,合页,20.004.007.002,合页,现有,语义推测,语义分类,med
五金耗材类,木工凿子,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.014,木工凿,现有,语义推测,语义分类,high
五金耗材类,木工圆盘铁锯片,04,手动工具,04.013,刀剪锯斧,04.013.003,锯类,(待生成),木工圆盘锯片  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,木工开孔器,04,手动工具,(待生成),木工开孔器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,木工手锯,04,手动工具,04.013,刀剪锯斧,04.013.003,锯类,04.013.003.002,手板锯,现有,语义推测,语义分类,high
五金耗材类,木工铅笔,04,手动工具,(待生成),木工铅笔  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,木抹子,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.011,抹子,现有,语义推测,语义分类,high
五金耗材类,木炭,04,手动工具,(待生成),木炭  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,桃型铲,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.010,大铲,现有,语义推测,语义分类,med
五金耗材类,橡胶式压条,20,门窗,20.003,窗,20.003.004,门窗,(待生成),橡胶密封压条  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,毛刷式压条,20,门窗,20.003,窗,20.003.004,门窗,(待生成),毛刷密封压条  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,氧气,04,手动工具,04.019,焊割工具,04.019.001,气瓶,04.019.001.001,氧气瓶,现有,语义推测,语义分类,med
五金耗材类,氧炔割枪,04,手动工具,04.019,焊割工具,04.019.003,焊割炬,04.019.003.002,割炬,现有,语义推测,语义分类,high
五金耗材类,水钻钻头,04,手动工具,(待生成),水钻钻头  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,洋镐,04,手动工具,04.020,土杂工具,04.020.002,锹类,04.020.002.003,洋镐,现有,语义推测,语义分类,high
五金耗材类,洋镐把,04,手动工具,04.020,土杂工具,04.020.002,锹类,(待生成),洋镐把  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,涂料桶,04,手动工具,04.015,涂刷工具,(待生成),涂料桶  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,漏电保护器,31,中低压配电,31.003,低压配电,31.003.003,塑壳漏电保护断路器,31.003.003.001,塑壳漏电保护断路器,现有,语义推测,语义救回,high
五金耗材类,焊把钳,04,手动工具,04.019,焊割工具,04.019.005,电焊钳,04.019.005.001,电焊钳,现有,语义推测,语义分类,high
五金耗材类,煤气燃烧喷头,04,手动工具,04.012,手动工具其它,04.012.003,喷灯喷枪,04.012.003.001,喷灯喷枪,现有,语义推测,语义分类,med
五金耗材类,猪毛刷子,04,手动工具,04.015,涂刷工具,04.015.003,毛刷,04.015.003.003,毛刷,现有,语义推测,语义分类,med
五金耗材类,瓦钉,09,五金丝网,09.002,钉类,09.002.001,铁钉,09.002.001.005,瓦楞钉,现有,语义推测,语义分类,high
五金耗材类,瓷砖勾缝剂,03,胶粘,03.002,粘接胶,03.002.002,结构粘接胶,03.002.002.005,美缝胶,现有,语义推测,语义分类,high
五金耗材类,瓷砖十字架,04,手动工具,(待生成),瓷砖十字架(定位卡)  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,瓷砖开孔器,04,手动工具,(待生成),瓷砖开孔器  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,甲烷煤气,04,手动工具,04.019,焊割工具,04.019.001,气瓶,(待生成),甲烷煤气  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,电工胶带,15,电工辅料,15.001,配线器材,15.001.001,电工胶带,15.001.001.001,PVC电气胶带,现有,语义推测,语义救回,high
五金耗材类,电洛铁,04,手动工具,04.018,电子工具,04.018.003,电烙铁,04.018.003.001,电烙铁,现有,语义推测,语义分类,high
五金耗材类,电焊条,04,手动工具,04.019,焊割工具,04.019.007,焊割工具其它,(待生成),电焊条  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,电锤冲击钻头,04,手动工具,(待生成),电锤冲击钻头  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,白色安全平网,09,五金丝网,09.001,非金属网,09.001.001,绳网,09.001.001.005,安全平网,现有,语义推测,语义分类,high
五金耗材类,白色尼龙线,04,手动工具,(待生成),尼龙线  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,直角尺,04,手动工具,04.001,测量类,04.001.001,尺类,04.001.001.004,角尺,现有,语义推测,语义分类,high
五金耗材类,直钉枪枪钉,09,五金丝网,09.002,钉类,09.002.002,钢钉,09.002.002.006,直钉,现有,语义推测,语义分类,high
五金耗材类,石笔,04,手动工具,(待生成),石笔  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,石蜡,04,手动工具,(待生成),石蜡  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,砂轮切割片,06,磨具磨料,06.001,固结磨具,06.001.003,切削磨具,06.001.003.001,树脂切割片,现有,语义推测,语义救回,high
五金耗材类,砂轮磨光片,06,磨具磨料,06.001,固结磨具,06.001.002,研磨耗材,06.001.002.006,角磨片,现有,语义推测,语义救回,med
五金耗材类,破布,04,手动工具,(待生成),破布/抹布  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,硅酮耐候结构胶,03,胶粘,03.001,密封胶,03.001.001,有机硅胶,03.001.001.001,硅酮玻璃密封胶,现有,语义推测,语义分类,high
五金耗材类,硬扫把,04,手动工具,04.020,土杂工具,04.020.001,刷子,(待生成),硬扫把  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,碳刷,04,手动工具,04.018,电子工具,(待生成),碳刷  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,磁吸式门吸,20,门窗,20.004,门窗五金,20.004.005,门吸,20.004.005.001,门吸,现有,语义推测,语义分类,high
五金耗材类,空压机导气管,05,气动液压,05.002,气动辅助元件,05.002.001,气动辅件,05.002.001.002,气管,现有,语义推测,语义救回,med
五金耗材类,空开,31,中低压配电,31.003,低压配电,31.003.006,塑壳断路器,31.003.006.001,塑壳断路器,现有,语义推测,语义救回,high
五金耗材类,竹扫把,04,手动工具,04.020,土杂工具,04.020.001,刷子,(待生成),竹扫把  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,筛砂网,09,五金丝网,09.006,丝网,09.006.010,矿筛网,,,现有,语义推测,语义分类,med
五金耗材类,簸箕,04,手动工具,04.020,土杂工具,04.020.001,刷子,(待生成),簸箕  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,粉笔,04,手动工具,(待生成),粉笔  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,线鼻子,15,电工辅料,15.001,配线器材,15.001.006,铜/铝端子,15.001.006.007,UT/OT冷压端子,现有,语义推测,语义救回,high
五金耗材类,绑丝钳,04,手动工具,04.016,夹持工具,04.016.001,钳类,(待生成),绑丝钳  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,绿色安全网,09,五金丝网,09.001,非金属网,09.001.001,绳网,09.001.001.005,安全平网,现有,语义推测,语义分类,high
五金耗材类,网格带,16,保温,16.003,保温辅材,16.003.001,网格带,16.003.001.001,网格带,现有,语义推测,语义救回,high
五金耗材类,美纹纸胶带,04,手动工具,(待生成),美纹纸胶带  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,老虎钳,04,手动工具,04.016,夹持工具,04.016.001,钳类,04.016.001.001,钢丝钳,现有,语义推测,语义分类,high
五金耗材类,聚四氟乙烯生料带,03,胶粘,(待生成),生料带  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,腻子刀,04,手动工具,04.011,瓦木工具,04.011.001,瓦木工具,04.011.001.001,油灰刀,现有,语义推测,语义分类,high
五金耗材类,膨胀性聚苯乙烯泡沫板,16,保温,16.001,外墙保温,16.001.002,聚苯,16.001.002.001,EPS聚苯板,现有,语义推测,语义救回,high
五金耗材类,自攻螺丝,08,紧固件,08.007,螺钉,08.007.002,自攻钉,08.007.002.001,平头自攻钉,现有,语义推测,语义分类,med
五金耗材类,草酸,04,手动工具,(待生成),草酸  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,警示三角,02,安防,02.003,防汛救灾,02.003.001,现场警戒,02.003.001.007,警示三角架,现有,语义推测,语义救回,high
五金耗材类,警示带,02,安防,02.003,防汛救灾,02.003.001,现场警戒,02.003.001.013,警示警戒带,现有,语义推测,语义救回,high
五金耗材类,记号马克笔,04,手动工具,(待生成),记号马克笔  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,软扫把,04,手动工具,04.020,土杂工具,04.020.001,刷子,(待生成),软扫把  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,软水管,04,手动工具,04.012,手动工具其它,(待生成),软水管  ← 新建,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,轴铰链,20,门窗,20.004,门窗五金,20.004.007,合页,20.004.007.002,合页,现有,语义推测,语义分类,med
五金耗材类,透明胶带,04,手动工具,(待生成),透明胶带  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,通丝螺帽,08,紧固件,08.004,螺母,08.004.003,六角螺母,08.004.003.002,8级六角螺母,现有,语义推测,语义分类,med
五金耗材类,通丝螺杆,08,紧固件,08.003,螺柱,08.003.002,丝杆,08.003.002.005,其它类丝杆,现有,语义推测,语义分类,med
五金耗材类,金刚石切割片,04,手动工具,(待生成),金刚石切割片  ← 新建,,,,,新补,语义推测,语义推测·需建新叶,new
五金耗材类,钢丝圆盘刷,04,手动工具,04.020,土杂工具,04.020.001,刷子,04.020.001.002,钢丝刷,现有,语义推测,语义分类,med
五金耗材类,钢丝绳U型卡扣,09,五金丝网,09.003,丝类,09.003.001,钢丝,(待生成),钢丝绳U型卡扣  ← 新建,新补,语义推测,语义推测·需建新叶,new
五金耗材类,钢化玻璃,20,门窗,20.003,窗,20.003.014,玻璃,20.003.014.001,钢化玻璃,现有,语义推测,语义分类,high
五金耗材类,钢筋大剪刀,04,手动工具,04.016,夹持工具,04.016.001,钳类,04.016.001.016,剪切钳,现有,语义推测,语义分类,med
五金耗材类,钢钻头,29,量刃具,29.010,孔加工刀具,29.010.001,钻头,29.010.001.009,高速钢麻花钻头,现有,语义推测,语义救回,high
五金耗材类,钢锯条,04,手动工具,04.013,刀剪锯斧,04.013.003,锯类,04.013.003.003,锯条,现有,语义推测,语义分类,high
五金耗材类,铁丝围栏网,09,五金丝网,09.006,丝网,09.006.001,焊接网,09.006.001.002,隔离护栏网,现有,语义推测,语义分类,med
